"","V1","V2"
"1",0.0636661195268904,0.0751980275329174
"2",0.0636607484089922,0.0751997432655606
"3",0.0634733516296715,0.0752024424082566
"4",0.0635409966515737,0.0752010649785869
"5",0.063858839094124,0.0751916100433095
"6",0.0636807098691191,0.0751954332076746
"7",0.0636740576101613,0.075197865895825
"8",0.0634425440931535,0.0752088831094349
"9",0.0634022275549937,0.0752170732275143
"10",0.0633198953609689,0.0752485611977437
"11",0.063338466576762,0.0752244149754527
"12",0.0633615441752381,0.0752221366731931
"13",0.063414118250987,0.0752133039888688
"14",0.0633129602398948,0.0752542078221217
"15",0.0639219001874238,0.0751810804455635
"16",0.0637425021339287,0.075194403576177
"17",0.0641258549871256,0.0751781565066101
"18",0.0639763790706705,0.0751808823780872
"19",0.0639831643871017,0.0751790904774503
"20",0.0638799057484229,0.075186030210356
"21",0.063918203502748,0.0751824202522341
"22",0.0641407266668855,0.0751780224904947
"23",0.0641872486185472,0.07517601492349
"24",0.0640544373224663,0.0751789148865187
"25",0.0641598891839155,0.0751775068236204
"26",0.0643691337120091,0.0751739304656933
"27",0.064441468638456,0.0751721591572901
"28",0.0643305739161521,0.0751747150339936
"29",0.064328058932566,0.0751747753790146
"30",0.0644219455924118,0.075172851311926
"31",0.0645503881669314,0.0751713071457691
"32",0.0646644308765238,0.0751691283726362
"33",0.0648200994577465,0.0751679969416094
"34",0.064609632900831,0.0751696769867943
"35",0.065029231983314,0.0751677957838448
"36",0.0650904149947338,0.0751672918613733
"37",0.0650912286361052,0.075167271824866
"38",0.0647843382318664,0.075168453142103
"39",0.0651850299962804,0.0751665127378112
"40",0.0654229486492962,0.0751661966506853
"41",0.0649836052036234,0.0751678230511408
"42",0.065487795518781,0.0751660120302978
"43",0.0650745041600378,0.0751676356116951
"44",0.0652920736015564,0.0751664991387181
"45",0.0651131474222009,0.0751667235813349
"46",0.0656304452515532,0.0751659835163778
"47",0.0653448643794712,0.0751662978630954
"48",0.0655775640482374,0.075165993147567
"49",0.0658556281124209,0.0751651770145253
"50",0.0657121226063292,0.0751653846954224
"51",0.0644026365567078,0.0751728891804023
"52",0.0638469967871055,0.0751936193668758
