"","V1","V2"
"1",0.0648583637520226,0.0877525251990683
"2",0.0645883542350933,0.0878532042923818
"3",0.0646345107954491,0.0878272882724291
"4",0.0645858387014997,0.0878546796885801
"5",0.0648187970143894,0.0877693294762716
"6",0.0649565760935008,0.0877459545759267
"7",0.064820850026692,0.0877572518266982
"8",0.0648763580822555,0.0877523114431469
"9",0.0650557739128458,0.0877403021390357
"10",0.0646330938928765,0.0878283378503385
"11",0.0646800829925272,0.0878203831860883
"12",0.0648966110647227,0.0877495078613994
"13",0.0651338155451335,0.0877378916091844
"14",0.0649810972279048,0.0877456041160526
"15",0.065035897988468,0.0877432037531633
"16",0.0650914883173082,0.0877396198811548
"17",0.0645559575432606,0.0878937565833442
"18",0.0646967624773996,0.0877791158323388
