"","V1","V2"
"1",0.0633332988327436,0.0798585238710735
"2",0.0634088754263762,0.0796836883938881
"3",0.0634241069500798,0.0796793612709851
"4",0.0633370553521837,0.0797499327171822
"5",0.0634519050847001,0.0796698601822874
"6",0.0633548049600748,0.0797195045337669
"7",0.0633698796149593,0.0797148377400766
"8",0.0633773080899769,0.0797030554373595
"9",0.0639149616487695,0.0796468734842878
"10",0.0640470658571639,0.0796462795673092
"11",0.0640169124500541,0.0796467259335798
"12",0.0642974797122579,0.0796459915510574
"13",0.063725845690338,0.0796536661943573
"14",0.0634987071904739,0.0796681909860023
"15",0.063754747093715,0.079649244741661
"16",0.063407999585075,0.07970232879604
"17",0.0635150624493419,0.0796585973080042
"18",0.0638096918752305,0.0796480961179065
"19",0.0635883227145851,0.0796557037187097
"20",0.0636058633079572,0.079655017697933
